institutionCode;DayEventDate;MonthEventDate;YearEventData;Year_description;occurrenceID;Acronym;Catalogue number;GBIF tax ID;scientificName_accepted;scientificNameAuthorship;taxonID;taxonRank;kingdom;accordingTo_GBIF;scientificName;identificationRemarks;otherCatalogNumber;individualCount;typestatus;sex;locality;Country;geoReferenceRemarks;decimalLatitude;decimalLongitude;eventDate;Reference;Specifications;Other species;disposition;Phylum
Ugent;1;7;1963;unknown;Ugent:UGMD:101995;UGMD;101995;136842801;Paratylenchus microdorus Andrássy, 1959;Andrássy, 1959;5777104;SPECIES;Animalia;WoRMS (Mar 2013);Paratylenchus microdorus Andrássy, 1959 (Animalia);collection and data is currently is under review;ZIRUG 1995;1;;;Baraque Michel, grachtkant struikgewas ;Belgium;only georeferenced to country level;50,503887;4,469936;1963-07-01;;1 female kop;;in collection;Nematoda
Ugent;1;7;1963;unknown;Ugent:UGMD:101996;UGMD;101996;135852356;Bunonema richtersi;;2283590;SPECIES;Animalia;CoL2006/ITS;Bunonema richtersi (Animalia);collection and data is currently is under review;ZIRUG 1996;1;;;Baraque Michel, grachtkant struikgewas ;Belgium;only georeferenced to country level;50,503887;4,469936;1963-07-01;;1 female;;in collection;Nematoda
Ugent;1;7;1963;unknown;Ugent:UGMD:101997;UGMD;101997;143109560;Aphelenchoides;;2284354;GENUS;Animalia;;Aphelenchoides (Animalia);collection and data is currently is under review;ZIRUG 1997;4;;;Baraque Michel, grachtkant struikgewas ;Belgium;only georeferenced to country level;50,503887;4,469936;1963-07-01;;1 female, 1 larve;Neothylenchus sp 2 ll;in collection;Nematoda
Ugent;1;7;1963;unknown;Ugent:UGMD:101998;UGMD;101998;140795635;Tylenchus davainei Bastian, 1865;Bastian, 1865;4556106;;Animalia;;Tylenchus davainei Bastian, 1865 (Animalia);collection and data is currently is under review;ZIRUG 1998;2;;;Baraque Michel, grachtkant struikgewas ;Belgium;only georeferenced to country level;50,503887;4,469936;1963-07-01;;2 female ll;;in collection;Nematoda
Ugent;1;7;1963;unknown;Ugent:UGMD:101999;UGMD;101999;117194067;Paratylenchus (Gracilacus) straeleni (de Coninck, 1931);De Coninck, 1931;;SPECIES;Animalia;New Zealand Inventory of Biodiversity;Paratylenchus straeleni  (de Coninck, 1931) (Animalia);collection and data is currently is under review;ZIRUG 1999;1;   Neotype;;;Belgium;only georeferenced to country level;50,503887;4,469936;1963-07-01;;"1 female kop; type lokaliteit";;in collection;Nematoda
Ugent;6;2;1963;unknown;Ugent:UGMD:102021;UGMD;102021;143109769;Mesodorylaimus;;2282644;GENUS;Animalia;;Mesodorylaimus (Animalia);collection and data is currently is under review;ZIRUG 2021;19;;;;;only georeferenced to country level;;;1963-02-06;;"2/4/1; Z41aA";Trichod. similis 7/2/-, rest 1/-/2;in collection;Nematoda
Ugent;6;2;1963;unknown;Ugent:UGMD:102022;UGMD;102022;;;;;;;;Criconemoides lobatum;collection and data is currently is under review;ZIRUG 2022;6;;;;;only georeferenced to country level;;;1963-02-06;;"2/-/1; Z41aB";Rotylenchus goodeyi;in collection;Nematoda
Ugent;6;2;1963;unknown;Ugent:UGMD:102023;UGMD;102023;136513523;Tylenchorhynchus nanus Allen, 1955;Allen, 1955;;SPECIES;Animalia;Hallan, 2000-;Tylenchorhynchus nanus Allen, 1955 [=> Merlinius nanus (Allen, 1955)] (Animalia);collection and data is currently is under review;ZIRUG 2023;4;;;;;only georeferenced to country level;;;1963-02-06;;kop female;;in collection;Nematoda
Ugent;7;2;1963;unknown;Ugent:UGMD:102024;UGMD;102024;143109560;Aphelenchoides;;2284354;GENUS;Animalia;;Aphelenchoides (Animalia);collection and data is currently is under review;ZIRUG 2024;3;;;;;only georeferenced to country level;;;1963-02-07;;"female kop; Z41aD";;in collection;Nematoda
Ugent;7;2;1963;unknown;Ugent:UGMD:102025;UGMD;102025;136513523;Tylenchorhynchus nanus Allen, 1955;Allen, 1955;;SPECIES;Animalia;Hallan, 2000-;Tylenchorhynchus nanus Allen, 1955 [=> Merlinius nanus (Allen, 1955)] (Animalia);collection and data is currently is under review;ZIRUG 2025;38;;;;;only georeferenced to country level;;;1963-02-07;;"4/3/24; Z41aE";rest 1/2/4;in collection;Nematoda
Ugent;7;2;1963;unknown;Ugent:UGMD:102026;UGMD;102026;143110089;Paratylenchus;;6756644;GENUS;Animalia;;Paratylenchus (Animalia);collection and data is currently is under review;ZIRUG 2026;39;;;;;only georeferenced to country level;;;1963-02-07;;"3 female; Z41aF";Paratylenchus sp 33 ll, rest 1/-/2;in collection;Nematoda
Ugent;7;2;1963;unknown;Ugent:UGMD:102027;UGMD;102027;135688625;Pratylenchus crenatus Loof, 1960;Loof, 1960;4556354;SPECIES;Animalia;SP2000 NZ (Gordon, in press);Pratylenchus crenatus Loof, 1960 (Animalia);collection and data is currently is under review;ZIRUG 2027;19;;;;;only georeferenced to country level;;;1963-02-07;;"4/-/3; Z41aG";rest 2/-/10;in collection;Nematoda
Ugent;8;2;1963;unknown;Ugent:UGMD:102028;UGMD;102028;136512899;Tylenchus agricola de Man, 1884;de Man, 1884;4556002;SPECIES;Animalia;Hallan, 2000-;Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia);collection and data is currently is under review;ZIRUG 2028;27;;;;;only georeferenced to country level;;;1963-02-08;;"14/4/4; Z41aH";Tylenchus costatus 2/-/2, Tylenchus thornei 1/-/-;in collection;Nematoda
Ugent;8;2;1963;unknown;Ugent:UGMD:102029;UGMD;102029;136512899;Tylenchus agricola de Man, 1884;de Man, 1884;4556002;SPECIES;Animalia;Hallan, 2000-;Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia);collection and data is currently is under review;ZIRUG 2029;26?;;;;;only georeferenced to country level;;;1963-02-08;;"15 ll; Z41aI; aantal?? In rand???onder microscoop nakijken";Tylenchus costatus 2 ll, Tylenchus sp 2 ll, Tylenchus leptosoma 3 female, rest 4 ll;in collection;Nematoda
Ugent;9;2;1963;unknown;Ugent:UGMD:102031;UGMD;102031;136431406;Rotylenchus goodeyi Loof & Oostenbrink, 1958;Loof & Oostenbrink, 1958;4556473;SPECIES;Animalia;Hallan, 2000-;Rotylenchus goodeyi Loof & Oostenbrink, 1958 (Animalia);collection and data is currently is under review;ZIRUG 2031;8;;;;;only georeferenced to country level;;;1963-02-09;;"2 female; Z41bA";Trich. prim. 2/-/1, rest 2/-/2;in collection;Nematoda
Ugent;9;2;1963;unknown;Ugent:UGMD:102032;UGMD;102032;140795631;Tylenchorhynchus dubius (Bütschli, 1873);Butschli, 1873;2283945;;Animalia;;Tylenchorhynchus dubius  (Bütschli, 1873) (Animalia);collection and data is currently is under review;ZIRUG 2032;34;;;;;only georeferenced to country level;;;1963-02-09;;"2/2/7; Z41bB";Tylenchorhynchus nanus 1/-/-, Tylenchorhynchus sp -/-/4, rest 5/3/10;in collection;Nematoda
Ugent;11;2;1963;unknown;Ugent:UGMD:102033;UGMD;102033;143110089;Paratylenchus;;6756644;GENUS;Animalia;;Paratylenchus (Animalia);collection and data is currently is under review;ZIRUG 2033;83;;;;;only georeferenced to country level;;;1963-02-11;;"6 female; Z41bC; aantal???";Paratylenchus sp 58 ll, rest 1/-/18;in collection;Nematoda
Ugent;11;2;1963;unknown;Ugent:UGMD:102034;UGMD;102034;136512899;Tylenchus agricola de Man, 1884;de Man, 1884;4556002;SPECIES;Animalia;Hallan, 2000-;Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia);collection and data is currently is under review;ZIRUG 2034;18;;;;;only georeferenced to country level;;;1963-02-11;;"1/3/6; Z41bD";Tylenchus thornei -/-/1, Tylenchus leptos. 1/-/-, rest 1/-/5;in collection;Nematoda
Ugent;11;2;1963;unknown;Ugent:UGMD:102035;UGMD;102035;136512899;Tylenchus agricola de Man, 1884;de Man, 1884;4556002;SPECIES;Animalia;Hallan, 2000-;Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia);collection and data is currently is under review;ZIRUG 2035;11;;;;;only georeferenced to country level;;;1963-02-11;;"1/-/3; Z41bE";Tylenchus costatus -/-/1, Tylenchus leptosoma 1/-/1, Tylenchus sp -/1/3;in collection;Nematoda
Ugent;11;2;1963;unknown;Ugent:UGMD:102041;UGMD;102041;135793594;Trichodorus primitivus (de Man, 1880);de Man, 1880;2279608;SPECIES;Animalia;SP2000 NZ (Gordon, in press);Trichodorus primitivus  (de Man, 1880) (Animalia);collection and data is currently is under review;ZIRUG 2041;21;;;Z42A ;;only georeferenced to country level;;;1963-02-11;;"Betreffende soortidentificatie het betreft hier mogelijk Trichodorus primitivus ipv oorpronkelijk opgegeven Trichodorus prima; Other species werd aangevuld met Rotylenchus uniformis en Mononchus pappelatus (BVDB)";"Rotylenchus uniformis 4/2/-; Mononchus pappelatus 1/-/1";in collection;Nematoda
Ugent;12;2;1963;unknown;Ugent:UGMD:102042;UGMD;102042;143109785;Trichodorus;;2279607;GENUS;Animalia;;Trichodorus (Animalia);collection and data is currently is under review;ZIRUG 2042;19;;;Z42B ;;only georeferenced to country level;;;1963-02-12;;;"Rotylenchus goodeyi 2/-/2; rest 1/-/5";in collection;Nematoda
Ugent;12;2;1963;unknown;Ugent:UGMD:102043;UGMD;102043;140795631;Tylenchorhynchus dubius (Bütschli, 1873);Butschli, 1873;2283945;;Animalia;;Tylenchorhynchus dubius  (Bütschli, 1873) (Animalia);collection and data is currently is under review;ZIRUG2043;43;;;Z42C ;;only georeferenced to country level;;;1963-02-12;;"Betreffende classificatie Tylench werd aangevuld naar Tylenchina en Tylenchon werd verbeterd naar Tylenchomorpha, Tylenchoide werd aangepast naar Tylenchoidea ;Betreffende other speciesTylenchorhynchus dubius 5/-/6 werd verwijderd wegens dubbele ingaven; Merlinius microdoun is aangepast naar Geocenamus microdorus volgens de nieuwe classificatie (oorspronkelijke soortnaam microdoun was typfout)";"Geocenamus microdorus 6/4/10;Rest: 4/-/8";in collection;Nematoda
Ugent;12;2;1963;unknown;Ugent:UGMD:102044;UGMD;102044;135688625;Pratylenchus crenatus Loof, 1960;Loof, 1960;4556354;SPECIES;Animalia;SP2000 NZ (Gordon, in press);Pratylenchus crenatus Loof, 1960 (Animalia);collection and data is currently is under review;ZIRUG2044;39;;;Z42D ;;only georeferenced to country level;;;1963-02-12;;"(Slecht bewaard preparaat, soortindentificatie niet meer mogelijk) )9/-/12;2females;:Z42D; Betreffende classificatie Tylench werd aangevuld naar Tylenchina en Tylenchon werd verbeterd naar Tylenchomorpha, Tylenchoide werd aangepast naar Tylenchoidea ,Betreffende other species ,Pratylenchus crenatus 9/-/12 werd verwijderd omdat dubbel ingegeven;Boleod thy werd volldig uitgeschreven als Boleodorus thylactus, rest 16 ll bijgevoegd";"Boleodorus  thylactus 2females;rest:16 ll";in collection;Nematoda
Ugent;12;2;1963;unknown;Ugent:UGMD:102045;UGMD;102045;140795082;Aglenchus agricola (de Man, 1884);de Man, 1884;4346564;;Animalia;;Aglenchus agricola  (de Man, 1884) (Animalia);collection and data is currently is under review;ZIRUG2045;26;;;Z42E ;;only georeferenced to country level;;;1963-02-12;;"Betreffende classificatie Tylench werd aangevuld naar Tylenchina en Tylenchon werd verbeterd naar Tylenchomorpha, Tylenchoide werd aangepast naar Tylenchoidea; Betreffende other species ""Tylenchus agricola 6/8/5;Kornei 1/1/-;Psilenchus nideus;Rhabditis 2U"" werd vervangen";"Tylenchus thornei 1/1/-;Psilenchus paramagnidens 2/-/1;Rhabditis 2ll";in collection;Nematoda
Ugent;12;2;1963;unknown;Ugent:UGMD:102046;UGMD;102046;140795082;Aglenchus agricola (de Man, 1884);de Man, 1884;4346564;;Animalia;;Aglenchus agricola  (de Man, 1884) (Animalia);collection and data is currently is under review;ZIRUG2046;52;;;Z42F ;;only georeferenced to country level;;;1963-02-12;;"Betreffende other species ""Tylenchus agricola-/-/17;opp1/3 /8;Psilip------2/-/2;Rest:21/-/17"" vervangen;Betreffende classificatie Tylench werd aangevuld naar Tylenchina en Tylenchon werd verbeterd naar Tylenchomorpha";Tylenchus spp. 1/3/8, Psilenchus paramagnidens 2/-/2, Rest 2/-/17;in collection;Nematoda
Ugent;12;2;1963;unknown;Ugent:UGMD:102047;UGMD;102047;140795082;Aglenchus agricola (de Man, 1884);de Man, 1884;4346564;;Animalia;;Aglenchus agricola  (de Man, 1884) (Animalia);collection and data is currently is under review;ZIRUG2047;15;;;Z42G ;;only georeferenced to country level;;;1963-02-12;;"Betreffende other species ""Tylenchus agricola-/-/7;Leptosoma 4/1/1;Sp -/-/2;Psil paramagna 3/1/-;Rhabditi -/-/1 vervangen;Betreffende classificatie Tylench werd aangevuld naar Tylenchina en Tylenchon werd verbeterd naar Tylenchomorpha";"Tylenchus leptosoma 4/1/1; Tylenchus sp. -/-/2;Psilenchus paramagnidens 3/1/-; Rhabditis -/-/1";in collection;Nematoda
Ugent;22;4;1990;unknown;Ugent:UGMD:102048;UGMD;102048;4555045;Mesodorylaimus baeticus Pea-Santiago & Abolafia, 2000;Pea-Santiago & Abolafia, 2000;4555045;SPECIES;Animalia;Fauna Europaea;Mesodorylaimus baeticus Pea-Santiago & Abolafia, 2000 (Animalia);collection and data is currently is under review;ZIRUG2048;4;  Paratype ;3 females;;;only georeferenced to country level;;;1990-04-22;;;;in collection;Nematoda
Ugent;30;3;1991;unknown;Ugent:UGMD:102049;UGMD;102049;4555045;Mesodorylaimus baeticus Pea-Santiago & Abolafia, 2000;Pea-Santiago & Abolafia, 2000;4555045;SPECIES;Animalia;Fauna Europaea;Mesodorylaimus baeticus Pea-Santiago & Abolafia, 2000 (Animalia);collection and data is currently is under review;ZIRUG2049;3;  Paratype ;3 females;;;only georeferenced to country level;;;1991-03-30;;;;in collection;Nematoda
Ugent;30;3;1991;unknown;Ugent:UGMD:102050;UGMD;102050;4555045;Mesodorylaimus baeticus Pea-Santiago & Abolafia, 2000;Pea-Santiago & Abolafia, 2000;4555045;SPECIES;Animalia;Fauna Europaea;Mesodorylaimus baeticus Pea-Santiago & Abolafia, 2000 (Animalia);collection and data is currently is under review;ZIRUG2050;3;  Paratype ;3 females;;;only georeferenced to country level;;;1991-03-30;;;;in collection;Nematoda
Ugent;13;2;1963;unknown;Ugent:UGMD:102051;UGMD;102051;143109785;Trichodorus;;2279607;GENUS;Animalia;;Trichodorus (Animalia);collection and data is currently is under review;ZIRUG2051;3;;;Z43A ;;only georeferenced to country level;;;1963-02-13;;"In oorspronkelijke databank staat aangeveven Trichodorus sp.n. Maar het is echter niet op het preparaat en op de fiche terug tevinden dat het hier zou gaan om een nieuwe soort daarom werd voor Trichodorus spp geopteerd;Betreffende other species ""trichodorus spn 3/2/1;Retyl goodeyi  2 females;criconemoides sobatum 1 famale;mononchus p1U"" werd vervangen";Rotylenchus goodeyi 2fem, Criconemoides lobatum 1fem, Mononchus pappilatus 1ll;in collection;Nematoda
Ugent;13;2;1963;unknown;Ugent:UGMD:102052;UGMD;102052;140795631;Tylenchorhynchus dubius (Bütschli, 1873);Butschli, 1873;2283945;;Animalia;;Tylenchorhynchus dubius  (Bütschli, 1873) (Animalia);collection and data is currently is under review;ZIRUG2052;36;;;Z43B ;;only georeferenced to country level;;;1963-02-13;;"Tylenchorhynchus dubuis3/1/15;spp 1-6;rest 2/-/8"" werd vervangen";"Tylenchorynchus sp. 1/-/6; Rest 2/-/18";in collection;Nematoda
Ugent;13;2;1963;unknown;Ugent:UGMD:102053;UGMD;102053;;;;;;;;Paratylenchus;collection and data is currently is under review;ZIRUG2053;61;;;Z43C ;;only georeferenced to country level;;;1963-02-13;;"(Nematoden nog herkenbaar maar sterk aan het uitdrogen)30B;1 female;Z43C; Classificatie werd gecorrigeerd (oa behoort Paratylenchus tot de familie Tylenchulidae ipv de familie Tylenchidae) Betreffende other species""Paratylenchus30B,1 female;paratylenchus sp  60l"" vervangen";Paratylenchus sp 60 l;in collection;Nematoda
Ugent;13;2;1963;unknown;Ugent:UGMD:102054;UGMD;102054;135688625;Pratylenchus crenatus Loof, 1960;Loof, 1960;4556354;SPECIES;Animalia;SP2000 NZ (Gordon, in press);Pratylenchus crenatus Loof, 1960 (Animalia);collection and data is currently is under review;ZIRUG2054;11;;;Z43D ;;only georeferenced to country level;;;1963-02-13;;"(Slecht bewaard preparaat, onder bino geen nematoden meer te onderscheiden, nog voor het zekere controleren onder de microscoop; Betreffende other species"" Pratylenchus crenatus 2/12;paratylenchus 30B,2 female;Meloidogy 3U; Bol Thyl 1l;Adh.avenae 1l"" werd vervangen";"Paratylenchus sp. 30B 2 fem;Meloidogy 3ll; Boleodorus thylactus 1l;Aphelenchus avenae 1l";in collection;Nematoda
Ugent;14;2;1963;unknown;Ugent:UGMD:102055;UGMD;102055;140795082;Aglenchus agricola (de Man, 1884);de Man, 1884;4346564;;Animalia;;Aglenchus agricola  (de Man, 1884) (Animalia);collection and data is currently is under review;ZIRUG2055;18;;;Z43E ;;only georeferenced to country level;;;1963-02-14;;"Slecht bewaard preparaat, onder bino geen nematoden meer te onderscheiden, nog voor het zekere controleren onder de microscoop; Betreffende other species ""Tylenchus agricila 8/2/2;Tylenchus costatus 5/-/2;Basiria duplexa;Psilenchus ,1 male"" werd vervangen";"Tylenchus costatus 5/-/2;Basiria duplexa;Psilenchus dupl,1 male";missing;Nematoda
Ugent;14;2;1963;unknown;Ugent:UGMD:102056;UGMD;102056;140795082;Aglenchus agricola (de Man, 1884);de Man, 1884;4346564;;Animalia;;Aglenchus agricola  (de Man, 1884) (Animalia);collection and data is currently is under review;ZIRUG2056;15;;;Z43F ;;only georeferenced to country level;;;1963-02-14;;"(Slecht bewaard preparaat, onder bino geen nematoden meer te onderscheiden, nog voor het zekere controleren onder de microscoop) ; Betreffende other species ""Tylenchus agricola -/3/4;Tylenchus costatus -/-/3;tylenchus leptosoma -/-/2; Meloidogym;-/-/3 ;Rhabdits -/-/1"" werd vervangen";"Tylenchus costatus -/-/3;Tylenchus leptosoma -/-/2; Meloidoigyne;-/-/3 ;Rhabditis -/-/1";in collection;Nematoda
Ugent;2;11;1991;unknown;Ugent:UGMD:102057;UGMD;102057;4555038;Mesodorylaimus nevadensis Pea-Santiago & Abolafia, 2000;Pea-Santiago & Abolafia, 2000;4555038;SPECIES;Animalia;Fauna Europaea;Mesodorylaimus nevadensis Pea-Santiago & Abolafia, 2000 (Animalia);collection and data is currently is under review;ZIRUG2057;3;  Paratype ;3 females;;;only georeferenced to country level;;;1991-11-02;;;;in collection;Nematoda
Ugent;2;11;1991;unknown;Ugent:UGMD:102058;UGMD;102058;4555038;Mesodorylaimus nevadensis Pea-Santiago & Abolafia, 2000;Pea-Santiago & Abolafia, 2000;4555038;SPECIES;Animalia;Fauna Europaea;Mesodorylaimus nevadensis Pea-Santiago & Abolafia, 2000 (Animalia);collection and data is currently is under review;ZIRUG2058;3;;;;;only georeferenced to country level;;;1991-11-02;;;;missing;Nematoda
Ugent;5;10;1991;unknown;Ugent:UGMD:102059;UGMD;102059;4555038;Mesodorylaimus nevadensis Pea-Santiago & Abolafia, 2000;Pea-Santiago & Abolafia, 2000;4555038;SPECIES;Animalia;Fauna Europaea;Mesodorylaimus nevadensis Pea-Santiago & Abolafia, 2000 (Animalia);collection and data is currently is under review;ZIRUG2059;1;;;Locality:0254.0811,18426.811 ,Prado Ctra.del Velet ;Spain;only georeferenced to country level;40,463667;-3,74922;1991-10-05;;;;in collection;Nematoda
Ugent;5;10;1991;unknown;Ugent:UGMD:102060;UGMD;102060;4555038;Mesodorylaimus nevadensis Pea-Santiago & Abolafia, 2000;Pea-Santiago & Abolafia, 2000;4555038;SPECIES;Animalia;Fauna Europaea;Mesodorylaimus nevadensis Pea-Santiago & Abolafia, 2000 (Animalia);collection and data is currently is under review;ZIRUG2060;1;;;locality:08950.0724 Prado  Ctra del Veleta Srra Ne ;Spain;only georeferenced to country level;40,463667;-3,74922;1991-10-05;;;;in collection;Nematoda
Ugent;14;2;1963;unknown;Ugent:UGMD:102061;UGMD;102061;;;;;;;;Mesodorylaimus;collection and data is currently is under review;ZIRUG2061;16;;;Z44A ;;only georeferenced to country level;;;1963-02-14;;"Betreffende other species: ""Mesodorylaimus sp.n. 5/5/3;Eudorylaim 1 male;Meich.prim.-/1/1"" vervangen (Mesodorykaimus werd op preparaat genoteerd als spp. Ipv sp. n. Dus mogelijk niet met zekerheid een nieuw species)";"Eudorylaimus sp. 1 male;Trichodorus primitivus -/1/1";in collection;Nematoda
Ugent;14;2;1963;unknown;Ugent:UGMD:102062;UGMD;102062;140795631;Tylenchorhynchus dubius (Bütschli, 1873);Butschli, 1873;2283945;;Animalia;;Tylenchorhynchus dubius  (Bütschli, 1873) (Animalia);collection and data is currently is under review;ZIRUG2062;28;;;Z44B ;;only georeferenced to country level;;;1963-02-14;;"Betreffende other species: ""Tylenchorhynchus dubuis,1/-/8;Sp.n.1/-/1;Retylenchus good 2/1/4; Prat.ittegaleria 2/-/-;Rest:2/-/7"" werd vervangen";"Tylenchorynchus sp.1/-/1;Rotylenchus goodeyi 2/1/4; Prat.ittegaleria 2/-/-;Rest:2/-/7";in collection;Nematoda
